name	number_unique_genes	number_multiple_genes	number_multiple_unique_genes	number_missing_genes	list_unique_genes	list_multiple_genes	list_multiple_unique_genes	list_missing_genes
AG-673-D02	94	1	0	25	PF00410.20,PF01025.20,PF02576.18,PF03726.15,TIGR00006,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00398,TIGR00414,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00755,TIGR00810,TIGR00928,TIGR00959,TIGR00963,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01951,TIGR01953,TIGR02013,TIGR02075,TIGR02191,TIGR02273,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03654,TIGR03723,TIGR03953	TIGR02350		PF00380.20,PF00466.21,TIGR00019,TIGR00059,TIGR00086,TIGR00158,TIGR00250,TIGR00396,TIGR00416,TIGR00460,TIGR00717,TIGR00922,TIGR00964,TIGR00967,TIGR01029,TIGR01066,TIGR01169,TIGR01302,TIGR01632,TIGR02012,TIGR02027,TIGR02386,TIGR03625,TIGR03632,TIGR03725
AG-673-F03	81	0	0	39	PF00380.20,PF01025.20,PF02576.18,PF03726.15,TIGR00006,TIGR00019,TIGR00029,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00082,TIGR00086,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00168,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00431,TIGR00435,TIGR00442,TIGR00456,TIGR00460,TIGR00472,TIGR00487,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00755,TIGR00963,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01044,TIGR01059,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01171,TIGR01394,TIGR01510,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02191,TIGR02273,TIGR02350,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03632,TIGR03723			PF00410.20,PF00466.21,TIGR00020,TIGR00043,TIGR00065,TIGR00083,TIGR00084,TIGR00088,TIGR00090,TIGR00166,TIGR00186,TIGR00416,TIGR00420,TIGR00436,TIGR00445,TIGR00459,TIGR00468,TIGR00496,TIGR00539,TIGR00580,TIGR00717,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00964,TIGR01039,TIGR01063,TIGR01169,TIGR01302,TIGR01391,TIGR01393,TIGR01632,TIGR02075,TIGR02386,TIGR03625,TIGR03654,TIGR03725,TIGR03953
AG-676-A21	80	2	0	38	PF00466.21,PF02576.18,PF03726.15,TIGR00006,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00088,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00436,TIGR00442,TIGR00445,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00631,TIGR00634,TIGR00643,TIGR00663,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR01011,TIGR01017,TIGR01032,TIGR01039,TIGR01059,TIGR01087,TIGR01128,TIGR01169,TIGR01391,TIGR01393,TIGR01394,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03632,TIGR03723,TIGR03725	TIGR01146,TIGR02350		PF00380.20,PF00410.20,PF01025.20,TIGR00019,TIGR00061,TIGR00086,TIGR00090,TIGR00092,TIGR00095,TIGR00194,TIGR00396,TIGR00431,TIGR00435,TIGR00456,TIGR00580,TIGR00593,TIGR00615,TIGR00635,TIGR00717,TIGR00928,TIGR00967,TIGR01009,TIGR01021,TIGR01029,TIGR01044,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01164,TIGR01171,TIGR01302,TIGR01510,TIGR02386,TIGR03625,TIGR03654,TIGR03953
AG-676-C06	85	2	0	33	PF00380.20,PF00410.20,PF00466.21,PF02576.18,PF03726.15,TIGR00006,TIGR00019,TIGR00029,TIGR00054,TIGR00059,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00115,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00396,TIGR00414,TIGR00416,TIGR00435,TIGR00436,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00487,TIGR00496,TIGR00539,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00663,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00964,TIGR00967,TIGR01009,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01394,TIGR01632,TIGR01953,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02397,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03953	TIGR00442,TIGR02350		PF01025.20,TIGR00020,TIGR00043,TIGR00061,TIGR00064,TIGR00095,TIGR00116,TIGR00186,TIGR00194,TIGR00250,TIGR00392,TIGR00398,TIGR00420,TIGR00431,TIGR00472,TIGR00580,TIGR00631,TIGR00643,TIGR00717,TIGR00928,TIGR00963,TIGR01011,TIGR01063,TIGR01087,TIGR01128,TIGR01302,TIGR01393,TIGR01510,TIGR01951,TIGR02012,TIGR02386,TIGR02432,TIGR03725
AG-676-E23	84	1	0	35	PF00380.20,PF00410.20,PF00466.21,PF01025.20,PF03726.15,TIGR00006,TIGR00019,TIGR00020,TIGR00043,TIGR00054,TIGR00059,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00158,TIGR00166,TIGR00168,TIGR00194,TIGR00250,TIGR00337,TIGR00382,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00539,TIGR00580,TIGR00593,TIGR00631,TIGR00634,TIGR00663,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01164,TIGR01169,TIGR01171,TIGR01510,TIGR01632,TIGR01951,TIGR02012,TIGR02027,TIGR02397,TIGR02432,TIGR03263,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR02350		PF02576.18,TIGR00029,TIGR00061,TIGR00084,TIGR00086,TIGR00116,TIGR00138,TIGR00186,TIGR00344,TIGR00362,TIGR00392,TIGR00431,TIGR00456,TIGR00487,TIGR00496,TIGR00615,TIGR00635,TIGR00643,TIGR00717,TIGR00755,TIGR00928,TIGR01011,TIGR01146,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01953,TIGR02013,TIGR02075,TIGR02191,TIGR02273,TIGR02386,TIGR02729,TIGR03594
AG-679-A04	71	1	0	48	PF01025.20,PF02576.18,PF03726.15,TIGR00006,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00168,TIGR00186,TIGR00194,TIGR00337,TIGR00362,TIGR00382,TIGR00396,TIGR00414,TIGR00416,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00456,TIGR00459,TIGR00468,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00631,TIGR00635,TIGR00810,TIGR00959,TIGR00963,TIGR01011,TIGR01017,TIGR01029,TIGR01032,TIGR01039,TIGR01059,TIGR01063,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01391,TIGR01394,TIGR01510,TIGR01953,TIGR02012,TIGR02013,TIGR02075,TIGR02191,TIGR02273,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03723	TIGR02350		PF00380.20,PF00410.20,PF00466.21,TIGR00019,TIGR00059,TIGR00064,TIGR00138,TIGR00158,TIGR00166,TIGR00250,TIGR00344,TIGR00392,TIGR00398,TIGR00420,TIGR00445,TIGR00460,TIGR00472,TIGR00615,TIGR00634,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00922,TIGR00928,TIGR00964,TIGR00967,TIGR01009,TIGR01021,TIGR01044,TIGR01066,TIGR01071,TIGR01079,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01393,TIGR01632,TIGR01951,TIGR02027,TIGR02386,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03725,TIGR03953
AG-679-B05	83	2	0	35	PF00380.20,PF00410.20,PF00466.21,PF01025.20,PF03726.15,TIGR00006,TIGR00019,TIGR00029,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00092,TIGR00095,TIGR00115,TIGR00158,TIGR00166,TIGR00186,TIGR00194,TIGR00250,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00755,TIGR00810,TIGR00959,TIGR00963,TIGR00967,TIGR01017,TIGR01029,TIGR01039,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01087,TIGR01128,TIGR01169,TIGR01391,TIGR01393,TIGR01510,TIGR01951,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02432,TIGR02729,TIGR03263,TIGR03632,TIGR03654,TIGR03723	TIGR02013,TIGR02350		PF02576.18,TIGR00020,TIGR00043,TIGR00090,TIGR00116,TIGR00138,TIGR00168,TIGR00337,TIGR00459,TIGR00580,TIGR00717,TIGR00922,TIGR00928,TIGR00964,TIGR01009,TIGR01011,TIGR01021,TIGR01032,TIGR01044,TIGR01059,TIGR01082,TIGR01146,TIGR01164,TIGR01171,TIGR01302,TIGR01394,TIGR01632,TIGR01953,TIGR02012,TIGR02386,TIGR02397,TIGR03594,TIGR03625,TIGR03725,TIGR03953
AG-679-C18	109	1	0	10	PF00380.20,PF00410.20,PF00466.21,PF01025.20,PF02576.18,PF03726.15,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01164,TIGR01169,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02273,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03632,TIGR03654,TIGR03723,TIGR03725	TIGR02350		TIGR00090,TIGR00717,TIGR01146,TIGR01171,TIGR01302,TIGR01391,TIGR02191,TIGR02386,TIGR03625,TIGR03953
AG-679-D13	79	0	0	41	PF00466.21,PF01025.20,PF02576.18,PF03726.15,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00061,TIGR00064,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00456,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00580,TIGR00615,TIGR00631,TIGR00635,TIGR00643,TIGR00663,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00964,TIGR01011,TIGR01017,TIGR01029,TIGR01032,TIGR01039,TIGR01059,TIGR01063,TIGR01082,TIGR01087,TIGR01146,TIGR01169,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02013,TIGR02075,TIGR02350,TIGR02397,TIGR02729,TIGR03263,TIGR03723,TIGR03725			PF00380.20,PF00410.20,TIGR00006,TIGR00019,TIGR00059,TIGR00065,TIGR00092,TIGR00095,TIGR00166,TIGR00168,TIGR00392,TIGR00445,TIGR00459,TIGR00468,TIGR00539,TIGR00593,TIGR00634,TIGR00717,TIGR00963,TIGR00967,TIGR01009,TIGR01021,TIGR01044,TIGR01066,TIGR01071,TIGR01079,TIGR01128,TIGR01164,TIGR01171,TIGR01302,TIGR02012,TIGR02027,TIGR02191,TIGR02273,TIGR02386,TIGR02432,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03953
AG-679-E23	75	1	0	44	PF00466.21,PF02576.18,TIGR00006,TIGR00020,TIGR00029,TIGR00043,TIGR00064,TIGR00082,TIGR00083,TIGR00086,TIGR00088,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00396,TIGR00398,TIGR00416,TIGR00420,TIGR00435,TIGR00436,TIGR00445,TIGR00456,TIGR00459,TIGR00468,TIGR00472,TIGR00487,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00755,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR01011,TIGR01017,TIGR01029,TIGR01059,TIGR01063,TIGR01082,TIGR01128,TIGR01146,TIGR01169,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02013,TIGR02191,TIGR02273,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03723	TIGR02350		PF00380.20,PF00410.20,PF01025.20,PF03726.15,TIGR00019,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00084,TIGR00090,TIGR00250,TIGR00392,TIGR00414,TIGR00431,TIGR00442,TIGR00460,TIGR00496,TIGR00539,TIGR00717,TIGR00810,TIGR00967,TIGR01009,TIGR01021,TIGR01032,TIGR01039,TIGR01044,TIGR01066,TIGR01071,TIGR01079,TIGR01087,TIGR01164,TIGR01171,TIGR01302,TIGR01391,TIGR02012,TIGR02027,TIGR02075,TIGR02386,TIGR03625,TIGR03632,TIGR03654,TIGR03725,TIGR03953
AG-683-C23	92	1	0	27	PF00380.20,PF00410.20,PF00466.21,PF02576.18,PF03726.15,TIGR00006,TIGR00019,TIGR00020,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00250,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00459,TIGR00468,TIGR00487,TIGR00539,TIGR00593,TIGR00631,TIGR00634,TIGR00635,TIGR00663,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01066,TIGR01071,TIGR01079,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01393,TIGR01394,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02027,TIGR02191,TIGR02273,TIGR02397,TIGR02432,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR02350		PF01025.20,TIGR00029,TIGR00084,TIGR00138,TIGR00194,TIGR00337,TIGR00398,TIGR00456,TIGR00460,TIGR00472,TIGR00496,TIGR00580,TIGR00615,TIGR00643,TIGR00717,TIGR00755,TIGR00810,TIGR01017,TIGR01063,TIGR01082,TIGR01302,TIGR01391,TIGR01510,TIGR02013,TIGR02075,TIGR02386,TIGR02729
AG-686-B21	90	1	0	29	PF00380.20,PF00410.20,PF00466.21,PF01025.20,PF02576.18,PF03726.15,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00064,TIGR00082,TIGR00083,TIGR00084,TIGR00088,TIGR00092,TIGR00095,TIGR00115,TIGR00158,TIGR00166,TIGR00186,TIGR00194,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00435,TIGR00436,TIGR00442,TIGR00456,TIGR00459,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00593,TIGR00615,TIGR00634,TIGR00663,TIGR00755,TIGR00922,TIGR00959,TIGR00964,TIGR00967,TIGR01009,TIGR01021,TIGR01032,TIGR01039,TIGR01044,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02397,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR02350		TIGR00061,TIGR00065,TIGR00086,TIGR00090,TIGR00116,TIGR00138,TIGR00168,TIGR00250,TIGR00431,TIGR00445,TIGR00460,TIGR00539,TIGR00580,TIGR00631,TIGR00635,TIGR00643,TIGR00717,TIGR00810,TIGR00928,TIGR00963,TIGR01011,TIGR01017,TIGR01029,TIGR01059,TIGR01082,TIGR01087,TIGR01302,TIGR02386,TIGR02432
AT04_1000_maxbin_3_remove	72	4	0	44	PF00380.20,PF00410.20,PF00466.21,PF01025.20,PF03726.15,TIGR00006,TIGR00019,TIGR00029,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00086,TIGR00095,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00186,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00414,TIGR00416,TIGR00431,TIGR00435,TIGR00436,TIGR00445,TIGR00459,TIGR00496,TIGR00539,TIGR00643,TIGR00922,TIGR00928,TIGR00959,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01032,TIGR01039,TIGR01044,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01164,TIGR01169,TIGR01171,TIGR01632,TIGR01951,TIGR02012,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00487,TIGR00593,TIGR00631,TIGR00663		PF02576.18,TIGR00020,TIGR00043,TIGR00083,TIGR00084,TIGR00088,TIGR00090,TIGR00092,TIGR00115,TIGR00168,TIGR00194,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00420,TIGR00442,TIGR00456,TIGR00460,TIGR00468,TIGR00472,TIGR00580,TIGR00615,TIGR00634,TIGR00635,TIGR00717,TIGR00755,TIGR00810,TIGR00963,TIGR01029,TIGR01059,TIGR01087,TIGR01128,TIGR01146,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01953,TIGR02013,TIGR02386,TIGR02397,TIGR02432
AT04_1000_metabat_3	97	3	0	20	PF00380.20,PF00410.20,PF00466.21,PF01025.20,PF02576.18,PF03726.15,TIGR00006,TIGR00019,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00398,TIGR00414,TIGR00416,TIGR00431,TIGR00435,TIGR00436,TIGR00445,TIGR00456,TIGR00459,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00593,TIGR00634,TIGR00643,TIGR00663,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01021,TIGR01029,TIGR01032,TIGR01044,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02397,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR01017,TIGR02350,TIGR02729		TIGR00020,TIGR00086,TIGR00396,TIGR00420,TIGR00442,TIGR00460,TIGR00580,TIGR00615,TIGR00631,TIGR00635,TIGR00717,TIGR00928,TIGR00963,TIGR01039,TIGR01059,TIGR01128,TIGR01302,TIGR01393,TIGR02386,TIGR02432
AT04_1000m_8Ar_concoct_12_remove	53	7	0	60	PF01025.20,PF03726.15,TIGR00006,TIGR00029,TIGR00043,TIGR00059,TIGR00064,TIGR00084,TIGR00086,TIGR00088,TIGR00095,TIGR00138,TIGR00166,TIGR00194,TIGR00337,TIGR00344,TIGR00382,TIGR00398,TIGR00414,TIGR00431,TIGR00442,TIGR00456,TIGR00459,TIGR00468,TIGR00496,TIGR00615,TIGR00634,TIGR00643,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00964,TIGR00967,TIGR01017,TIGR01032,TIGR01039,TIGR01063,TIGR01146,TIGR01169,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR02012,TIGR02027,TIGR02075,TIGR02273,TIGR02729,TIGR03632,TIGR03725,TIGR03953	TIGR00054,TIGR00487,TIGR00593,TIGR00631,TIGR00663,TIGR02191,TIGR02397		PF00380.20,PF00410.20,PF00466.21,PF02576.18,TIGR00019,TIGR00020,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00090,TIGR00092,TIGR00115,TIGR00116,TIGR00158,TIGR00168,TIGR00186,TIGR00250,TIGR00362,TIGR00392,TIGR00396,TIGR00416,TIGR00420,TIGR00435,TIGR00436,TIGR00445,TIGR00460,TIGR00472,TIGR00539,TIGR00580,TIGR00635,TIGR00717,TIGR00755,TIGR00963,TIGR01009,TIGR01011,TIGR01021,TIGR01029,TIGR01044,TIGR01059,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01164,TIGR01171,TIGR01302,TIGR01951,TIGR01953,TIGR02013,TIGR02350,TIGR02386,TIGR02432,TIGR03263,TIGR03594,TIGR03625,TIGR03654,TIGR03723
AT04_1000m_8Ar_concoct_13_remove	100	2	0	18	PF00380.20,PF00410.20,PF00466.21,PF01025.20,PF02576.18,PF03726.15,TIGR00006,TIGR00019,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00431,TIGR00435,TIGR00436,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00634,TIGR00663,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02432,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR02350,TIGR02729		TIGR00020,TIGR00084,TIGR00086,TIGR00168,TIGR00420,TIGR00442,TIGR00593,TIGR00615,TIGR00631,TIGR00635,TIGR00643,TIGR00717,TIGR01059,TIGR01063,TIGR01128,TIGR01302,TIGR02386,TIGR02397
